              0            150         675.05       0.818193       0.911127
              1             64        622.368       0.906756       0.911127
              2             63        525.581       0.892963       0.911127
              3            144        473.328       0.766737       0.911127
              4            223        742.501       0.769032       0.911127
              5            107        430.209       0.800822       0.911127
              6             63        639.581       0.910331       0.911127
              7             40         513.48        0.92773       0.911127
              8            121        636.227       0.840206       0.911127
              9            123        650.801       0.841044       0.911127
             10             64        545.368       0.894973       0.911127
             11             58        545.646       0.903917       0.911127
             12             60         796.22       0.929925       0.911127
             13             99        585.913       0.855456       0.911127
             14             47        455.989       0.906559       0.911127
             15            114        604.718       0.841384       0.911127
             16            104        598.848       0.852031       0.911127
             17            122        632.014       0.838199       0.911127
             18             86        586.682       0.872154       0.911127
             19             49        594.563       0.923861       0.911127
             20             59        477.433       0.890014       0.911127
             21             95        555.765       0.854018       0.911127
             22             71        768.877       0.915464       0.911127
             23            429        -11.377     -0.0272423       0.157965
             24            335        208.645       0.383789       0.157965
             25            459        149.233       0.245355       0.157965
             26            287        214.869       0.428138       0.157965
             27            518         37.666      0.0677853       0.157965
             28            608         83.496       0.120747       0.157965
             29            528        188.536       0.263121       0.157965
             30            631        222.597       0.260775       0.157965
             31            459        227.233       0.331131       0.157965
             32            498        147.926       0.229014       0.157965
             33            423        167.901       0.284144       0.157965
             34            385        207.995       0.350753       0.157965
             35            145        581.115       0.800307       0.911127
             36             17        584.379       0.971732       0.911127
             37             73        528.451       0.878627       0.911127
             38             40         550.48       0.932259       0.911127
             39            123        582.801        0.82573       0.911127
             40            423         81.901       0.162212       0.157965
             41            329        198.923       0.376803       0.157965
             42            192        145.104       0.430443       0.157965
             43            195        611.465       0.758204       0.911127
             44            206        588.122       0.740594       0.911127
             45             88        650.256         0.8808       0.911127
             46            157        436.559       0.735494       0.911127
             47             81        740.747        0.90143       0.911127
             48             26        530.462       0.953276       0.911127
             49            360          66.32       0.155564       0.157965
             50            470          57.89       0.109663       0.157965
             51            502         95.074       0.159233       0.157965
             52            314        378.118        0.54632       0.911127
             53             57        666.859       0.921255       0.911127
             54            125        630.375       0.834519       0.911127
             55             73        377.451        0.83794       0.911127
             56             95        427.765       0.818274       0.911127
             57             56        458.072       0.891066       0.911127
             58            125        738.375       0.855219       0.911127
             59             18        680.166       0.974218       0.911127
             60            219        508.353       0.698908       0.911127
             61            421        190.327       0.311334       0.157965
             62            493         58.991       0.106869       0.157965
             63            506        102.222       0.168067       0.157965
             64            171        559.577       0.765938       0.911127
             65            127        683.949       0.843393       0.911127
             66            150         500.05       0.769249       0.911127
             67            128        590.736        0.82191       0.911127
             68              8        572.296       0.986214       0.911127
             69             -3        649.639        1.00464       0.911127
             70            168        479.216       0.740427       0.911127
             71             69        705.303       0.910888       0.911127
             72             11        411.657       0.973974       0.911127
             73             70         563.09       0.889431       0.911127
             74             75        492.025       0.867731       0.911127
             75            148        666.476       0.818288       0.911127
             76             79        703.173       0.898999       0.911127
             77            106        673.422       0.864002       0.911127
             78             25        433.675       0.945495       0.911127
             79             45        646.415       0.934916       0.911127
             80             41        857.267       0.954357       0.911127
             81             76        614.812       0.889985       0.911127
             82            134        663.458       0.831966       0.911127
             83            115        649.505       0.849576       0.911127
             84             56        725.072       0.928304       0.911127
             85             87        485.469       0.848027       0.911127
             86             45        607.415       0.931025       0.911127
             87             73        801.451       0.916519       0.911127
             88             64        424.368       0.868951       0.911127
             89            104        517.848       0.832757       0.911127
             90            132        763.884       0.852659       0.911127
             91             48        587.776       0.924502       0.911127
             92            122        624.014       0.836464       0.911127
             93             66        903.942       0.931955       0.911127
             94            -16        871.408         1.0187       0.911127
             95             51        940.137       0.948544       0.911127
             96            -22        660.686        1.03445       0.911127
             97             60         592.22       0.908007       0.911127
             98             87        746.469       0.895617       0.911127
             99             75        622.025         0.8924       0.911127
            100            159        572.133       0.782529       0.911127
            101            110         528.57        0.82774       0.911127
            102            195        553.465       0.739467       0.911127
            103            136        540.032       0.798826       0.911127
            104             88        621.256       0.875926       0.911127
            105            108        571.996       0.841176       0.911127
            106             70         418.09       0.856584       0.911127
            107            146        673.902        0.82193       0.911127
            108            216        340.992       0.612203       0.911127
            109            106        690.422       0.866905       0.911127
            110            111        534.357       0.828002       0.911127
            111             38        509.906       0.930645       0.911127
            112             48        581.776       0.923782       0.911127
            113              4        727.148       0.994529       0.911127
            114             55        543.285       0.908071       0.911127
            115             70         498.09        0.87678       0.911127
            116             50         621.35       0.925523       0.911127
            117             10         444.87       0.978016       0.911127
            118             47        534.989       0.919242       0.911127
            119             40         551.48       0.932373       0.911127
            120             81        581.747       0.877781       0.911127
            121             35        583.545       0.943416       0.911127
            122             -6        527.278        1.01151       0.911127
            123            100          497.7       0.832692       0.911127
            124            221        505.927        0.69598       0.911127
            125            134        484.458       0.783332       0.911127
            126             82        472.534       0.852128       0.911127
            127            102        509.274       0.833135       0.911127
            128             17        589.379       0.971965       0.911127
            129             -1        476.213         1.0021       0.911127
            130            106        379.422       0.781633       0.911127
            131             54        592.498       0.916473       0.911127
            132            124        541.588       0.813699       0.911127
            133             39        615.693        0.94043       0.911127
            134             33        569.971       0.945271       0.911127
            135            117        501.079       0.810704       0.911127
            136             37        598.119       0.941743       0.911127
            137             97        457.339       0.825017       0.911127
            138            195        515.465       0.725532       0.911127
            139             17        716.379        0.97682       0.911127
            140             46        531.202       0.920305       0.911127
            141             74        558.238       0.882955       0.911127
            142             60         732.22       0.924263       0.911127
            143             25        506.675       0.952979       0.911127
            144             63        692.581        0.91662       0.911127
            145             67        544.729       0.890474       0.911127
            146              8        629.296       0.987447       0.911127
            147             80         649.96       0.890405       0.911127
            148             70         630.09       0.900013       0.911127
            149            111        663.357       0.856655       0.911127
            150            157        530.559       0.771656       0.911127
            151             59        614.433       0.912389       0.911127
            152            -14        674.982        1.02118       0.911127
            153             37        743.119       0.952571       0.911127
            154            111        831.357        0.88221       0.911127
            155             68        599.516        0.89813       0.911127
            156              9        841.083       0.989413       0.911127
            157              9        692.083       0.987163       0.911127
            158             15        606.805       0.975877       0.911127
            159             68        522.516       0.884846       0.911127
            160            130         697.31       0.842864       0.911127
            161             57        582.859       0.910918       0.911127
            162             70         598.09       0.895224       0.911127
            163             88        521.256       0.855562       0.911127
            164             89        660.043       0.881182       0.911127
            165            112        415.144       0.787534       0.911127
            166             20         661.74       0.970663       0.911127
            167             70         693.09       0.908268       0.911127
            168            161        452.707        0.73766       0.911127
            169             46        478.202       0.912248       0.911127
