              0          39.13        751.464       0.950506       0.892274
              1         123.13        728.664       0.855446       0.892274
              2          25.13        671.264       0.963914       0.892274
              3         110.13        641.264       0.853432       0.892274
              4          51.13        701.064       0.932026       0.892274
              5          61.13        537.064       0.897809       0.892274
              6          42.13        660.864       0.940071       0.892274
              7          60.13        671.264       0.917787       0.892274
              8          90.13        814.264       0.900342       0.892274
              9          45.13        563.264       0.925821       0.892274
             10         -28.87        517.064        1.05914       0.892274
             11           8.13        672.664       0.988058       0.892274
             12          30.13        488.264       0.941878       0.892274
             13          81.13        670.064       0.891999       0.892274
             14          48.13        751.664       0.939822       0.892274
             15          70.13        698.264       0.908732       0.892274
             16          13.13        596.664       0.978468       0.892274
             17          58.13        773.664       0.930115       0.892274
             18          78.13        648.664         0.8925       0.892274
             19          87.13        605.864        0.87427       0.892274
             20          63.13        642.664       0.910555       0.892274
             21          21.13        533.064       0.961873       0.892274
             22          44.13        703.464       0.940971       0.892274
             23          28.13        741.664       0.963458       0.892274
             24           8.13        807.664       0.990034       0.892274
             25          13.13        572.664       0.977586       0.892274
             26          55.13        511.264       0.902665       0.892274
             27          61.13        524.064       0.895539       0.892274
             28          22.13        728.864       0.970532       0.892274
             29          47.13        506.864       0.914927       0.892274
             30         122.13        621.864       0.835845       0.892274
             31          90.13        658.264       0.879569       0.892274
             32          75.13        602.264        0.88909       0.892274
             33          23.13        730.664       0.969315       0.892274
             34          -6.87        694.664        1.00999       0.892274
             35         263.13        214.664       0.449281       0.268332
             36         344.13        240.464       0.411335       0.268332
             37         236.13        225.064       0.488003       0.268332
             38          59.13        502.464        0.89471       0.892274
             39          19.13        690.464       0.973041       0.892274
             40           6.13        618.064       0.990179       0.892274
             41          53.13        700.664       0.929517       0.892274
             42          38.13        640.664       0.943827       0.892274
             43          93.13        829.664       0.899078       0.892274
             44         139.13        505.464       0.784159       0.892274
             45         -20.87        683.464         1.0315       0.892274
             46          50.13        592.264       0.921964       0.892274
             47          88.13        681.664       0.885515       0.892274
             48          38.13        693.664       0.947895       0.892274
             49          19.13        744.464       0.974947       0.892274
             50          51.13        728.064       0.934381       0.892274
             51         150.13        660.264       0.814744       0.892274
             52         104.13        715.464       0.872949       0.892274
             53          38.13        602.664       0.940496       0.892274
             54          96.13        544.064       0.849842       0.892274
             55         297.13        127.864       0.300861       0.268332
             56         197.13        425.864       0.683576       0.892274
             57          53.13        565.664       0.914139       0.892274
             58          50.13        898.264       0.947142       0.892274
             59          73.13        651.664       0.899102       0.892274
             60         146.13        538.064        0.78642       0.892274
             61         131.13        727.064       0.847202       0.892274
             62          21.13        802.064       0.974332       0.892274
             63         173.13        464.664       0.728549       0.892274
             64         257.13        157.864       0.380401       0.268332
             65         157.13        440.864       0.737238       0.892274
             66          22.13        617.864       0.965422       0.892274
             67          66.13        684.064       0.911849       0.892274
             68          30.13        648.264       0.955586       0.892274
             69          57.13        601.864       0.913307       0.892274
             70         141.13        724.064       0.836881       0.892274
             71          42.13        679.864       0.941648       0.892274
             72         -18.87        931.064        1.02069       0.892274
             73         113.13        705.664       0.861833       0.892274
             74         115.13        680.264       0.855254       0.892274
             75          65.13        553.264       0.894679       0.892274
             76         104.13        636.464       0.859397       0.892274
             77          91.13        574.064       0.863002       0.892274
             78          53.13        648.664       0.924294       0.892274
             79           1.13        607.064       0.998142       0.892274
             80          34.13        676.464        0.95197       0.892274
             81          88.13        566.664       0.865408       0.892274
